Name,Ingredients,Instructions,vegan,gluten-free,vegetarian,fruit
Stuffed peppers with tomato sauce (for 4 servings),"['green bell peppers', '100 g spelt, oat or emmer', '500 ml vegetable broth', '1 tbsp butter', 'juice of one lemon', '1 onion', '1 carrot', '100 g brown mushrooms', '100 g sour cream', '1/2 bunch of parsley', '50 g grated Emmental cheese', '3 tomatoes', 'salt, pepper, paprika, oregano']","['Rinse the grains in a sieve, add vegetable broth and bring to a boil.', 'Score the tomatoes, blanch in boiling water, and remove the skin.', 'Let the grains simmer over low heat for 15 minutes, then turn off the heat and let them swell for another 20 minutes.', 'Meanwhile, wash the bell peppers, cut off the tops with the stems. Remove the seeds and inner walls, then dice the flesh from the tops.', 'Clean the carrots, peel the onion, and dice both.', 'Briefly wash and clean the mushrooms, slice them, and drizzle with half of the lemon juice.', 'Wash and finely chop the parsley.', 'Sauté the onions in butter until translucent. Add the diced vegetables and briefly sauté with the lid closed.', 'Drain the cooked grains, collecting the remaining liquid in a baking dish. Add the grains to the vegetables and stir in sour cream, two-thirds of the grated Emmental cheese, and parsley. Season with pepper, salt, and paprika.', 'Dice the peeled tomatoes, removing the green stem.', 'Stuff the bell peppers with the grain mixture, sprinkle with the remaining cheese, and place in the baking dish.', 'Spread the diced tomatoes around the stuffed peppers and season with pepper, salt, paprika, oregano, and the remaining lemon juice.', 'Place the stuffed peppers in the cold oven and bake on the middle rack at 200 degrees Celsius for about 30 minutes.']",False,False,True,False
Ratatouille (for 4 portions),"['3 zucchinis', '1 eggplant', '2 green bell peppers', '5 tomatoes', '3 onions', '3 garlic cloves', '5 tbsp olive oil', '1 tsp dried thyme', '1 tsp dried oregano', '100 ml red wine', '1 bunch basil', 'salt, black pepper, paprika']","['Wash and slice the zucchini and eggplant. Optionally, quarter large eggplant slices.', 'Wash the bell peppers, remove the seeds and stem, quarter, and slice into strips.', 'Score the tomatoes, scald with hot water, peel, and quarter. Remove the green parts.', 'Peel the onions and garlic cloves. Slice the onions into half rings, finely chop the garlic cloves, and sauté in oil in a large pot until translucent.', 'Add the eggplant, zucchini, bell peppers, and tomatoes and let them stew.', 'Add dried herbs and deglaze with red wine.', 'Allow the ratatouille to simmer on low heat in a covered pot for 25 minutes.', 'Meanwhile, chop the basil leaves.', 'Season the ratatouille with pepper, salt, and paprika, and just before serving, mix in the finely chopped basil.']",True,True,True,False
Zucchini Salsa (4 servings),"['500 g zucchini', '1 onion', '1 chili pepper', '1 tbsp salt', '400 g tomatoes', '4 tbsp honey', '8 tbsp vinegar', '1 clove of garlic', '1 tsp mustard', 'pepper, paprika, nutmeg, cumin, turmeric']","['Wash and coarsely grate the zucchini. Finely chop the onion and chili pepper.', 'Mix zucchini, onions, and chili with the salt and let it sit covered overnight.', 'Press into a sieve and let drain well.', 'Score tomatoes, pour hot water over them, peel, and dice.', 'Mix all ingredients and spices, let simmer for 30 minutes, and roughly puree in a blender or with an immersion blender.']",False,True,True,True
Colorful Bean Salad (for 4 servings),"['500 g green beans', '50 ml vegetable broth', '1 onion', '1 yellow bell pepper', '4 tomatoes', '3 tbsp olive oil', '2 tbsp red wine vinegar', 'salt, pepper, thyme', 'some honey']","[Wash, clean and bring the beans to a boil in the vegetable broth and cook for about 15 minutes.
Peel and finely chop the onion. Cut the bell pepper and tomatoes into medium-sized cubes.
Mix oil, vinegar, honey and spices to make a sauce.
Drain the beans. Reserve 50 ml of vegetable broth and mix with the salad dressing.
Put beans and onions in a salad bowl, pour the sauce over them and let cool.
Mix bell pepper and tomatoes into the salad.]",False,True,True,False
Summer Vegetable Lasagna (for 4 servings),"['approx. 8 - 12 lasagna sheets (depending on the size of the baking dish)', '400 g tomatoes', '500 g zucchini', '400 g carrots', '1 green bell pepper', '2 onions', '2 garlic cloves', '2 tbsp olive oil', 'salt, pepper, paprika, oregano', '1/8 l vegetable broth', 'a splash of red wine', '200 ml heavy cream', '200 g Emmental cheese']","['Blanch the tomatoes briefly in hot water, peel and dice them.', 'Wash, peel, and slice the carrots and zucchini.', 'Wash the bell pepper, remove the stem and seeds, quarter, and slice into strips.', 'Peel the onions and garlic cloves, dice finely, and sauté in oil in a large pan until translucent.', 'Add the carrots, bell pepper, zucchini one after the other, and finally the tomatoes. Sauté together.', 'Stir in the vegetable broth and red wine, and let simmer on low heat with the lid closed for 10 minutes.', 'Season with pepper, salt, paprika, and oregano, and fold in the cream.', 'Grate the Emmental cheese finely.', 'Grease a large baking dish with half of the butter.', 'Start by adding a layer of vegetables, sprinkle with cheese, and cover with a layer of uncooked lasagna sheets, and so on. The final layer should be vegetables. Sprinkle with cheese and distribute butter flakes on top.', 'Place the lasagna in the cold oven and bake at 180 degrees Celsius on the lower rack for 40 to 50 minutes until the cheese is golden brown.']",False,True,True,False
Rice pudding with peach compote (serves 4 as a main dish),"['250 g round-grain rice', 'zest of 1/2 lemon', '1 l whole milk', '1 tbsp butter', '3 tbsp honey', '1 pinch of salt']","['Wash and inspect the rice.', 'Wash the lemon, finely grate the peel and squeeze out the juice.', 'Bring milk, butter, lemon peel, honey, and salt to a boil. Sprinkle in the rice and let it steep over low heat with the lid closed for about 45 minutes.', 'Wash the peaches, cut them into rough pieces, remove the stones, and peel them if desired. Puree peaches, lemon juice, honey, and half of the cinnamon with a hand blender or in a mixer, then chill.', 'Sprinkle the rice pudding with some cinnamon before serving and serve with the fruit puree.']",False,True,True,False
Minestrone (for 4 servings),"['200 g white beans', '100 g streaky bacon', '3 tbsp olive oil', '2 onions', '2 garlic cloves', '2 potatoes', '2 carrots', '2 zucchinis', '2 tomatoes', '1 1/2 l vegetable broth', 'salt, pepper', '1 tbsp red wine vinegar', '4 tbsp tomato paste', '1/2 bunch of parsley']","Soak the white beans overnight. Peel and finely dice the onions and garlic cloves. Also dice the bacon. Wash, trim, and slice the carrots and zucchini. Peel and dice the potatoes.

In a large pot, fry the bacon cubes in olive oil until crispy. Add the onions and garlic and sauté until translucent. Add the carrots and potatoes and sauté briefly while stirring.

Add the white beans, pour in the vegetable broth, bring to a boil, and let the stew simmer covered over low heat for 20 minutes.

Score the tomatoes all around, blanch them briefly in the hot broth, peel them, and dice them. Add the tomatoes and zucchini to the stew and let it simmer for another 20 minutes.

Wash and finely chop the parsley. Before serving, season the stew with oregano, pepper, and salt. Stir in the red wine vinegar and tomato paste, add the parsley, and bring everything to a brief boil once again.",True,True,True,False
Vegetable quiche (for 4 portions),"['250 g whole wheat flour', '100 g cold butter', '1 egg', '1/2 tsp salt', '1 tbsp water']","Mix flour with diced butter, egg, and salt and knead into a dough, adding water to achieve a better consistency. Let the dough rest in the refrigerator for about 1 hour. Meanwhile, cut the cauliflower into medium-sized florets and cook in boiling water for about 5 to 8 minutes. It should still be firm. Wash and slice the zucchini and tomatoes. Wash and finely chop the herbs. Beat the egg until foamy, fold in the sour cream, and season with herbs, salt, pepper, and soy sauce. Grate the cheese coarsely and stir about 1/3 of it into the egg mixture. Roll out the dough on a floured surface to a round shape with a diameter of 28 cm and use it to line a 26 cm diameter springform or quiche pan. Prick the dough base several times with a fork. Arrange the cauliflower florets, zucchini, and tomato slices alternately in rings from the outside in on the dough base. Pour the egg-cheese mixture evenly over the top. Finally, sprinkle the remaining cheese on top of the quiche. Bake at 200 degrees Celsius on the lower rack for 40 minutes.",False,False,True,True
Chickpea stew (for 4 servings),"['300 g chickpeas', '1 l water', '500 g lamb meat (neck or leg)', '2 tbsp olive oil', '2 onions', '2 carrots', '1/4 l white wine', '1 tbsp vegetable bouillon granules', '2 green bell peppers', '3 beefsteak tomatoes', '5 - 10 basil leaves', 'Salt, pepper', 'a pinch each of curry and cumin']","['Soak chickpeas in cold water overnight.', 'Cut meat into small cubes and fry in oil in a large pot. Peel the onions, slice into rings, clean the carrots, slice and fry briefly.', 'Deglaze with white wine, add chickpeas with soaking water and vegetable broth, and simmer for 45 minutes with the pot covered.', 'Meanwhile, wash bell peppers, remove seeds and stems, and cut into coarse pieces. Score the tomatoes, scald with hot water, peel and dice.', 'Add bell peppers and tomatoes to the meat and simmer for another 15 minutes.', 'Finely chop the basil leaves.', 'Finally, season the stew with salt, pepper, and spices to taste and sprinkle with basil before serving.']",False,True,False,False
Arugula Salad (for 4 servings),"['1 small head of lettuce (e.g. Lollo Rossa)', '2 bunches of arugula', '1 red radish', '3 tbsp olive oil', '150 g yogurt', 'Juice of 1/2 lemon', '50 g feta cheese', 'Salt, pepper']","['Wash and thoroughly dry the lettuce and arugula, then chop the leaves into bite-sized pieces.', 'Wash the radish, quarter lengthwise, and slice thinly.', 'For the dressing, mix together yogurt, lemon juice, salt, and pepper.', 'Crumble the feta cheese and add it to the dressing.', 'Combine all ingredients in a salad bowl and mix well.']",False,True,True,False
Plum dumplings (for 20 dumplings),"['1 kg floury potatoes', '300 g fine whole wheat flour', '2 eggs', '1 tsp salt', '1 pinch of nutmeg']","['Wash, boil, and peel the potatoes. Mash them while still hot or press them through a sieve. Let them cool (this step can also be done the night before.)', 'Knead the potato mixture with eggs, flour, salt, and nutmeg to form a moldable dough.', 'Slice the plums on the side and remove the pit.', 'Mix sugar with cinnamon', 'Shape the dough into a large roll on a floured surface and cut into 20 equal slices.', 'Flatten the potato dough slices by hand, fill each one with a plum sprinkled with sugar-cinnamon mixture, wrap them in the dough, and form into dumplings.', 'Place the dumplings in a large pot of lightly boiling salted water and let them simmer for about 10 minutes until they float to the surface. Remove the dumplings with a slotted spoon and serve immediately.', 'Serve the remaining sugar-cinnamon mixture for sprinkling over the plum dumplings.']",False,False,True,True
Pear tart (for 8 servings),"['100 g whole wheat flour', '100 g fine oat flakes', '5 tbsp roasted sunflower seeds', '100 g cold butter', '3 tbsp honey', '1 egg']","['Roast sunflower seeds in a dry pan, then finely grind or chop. Mix the flour with the oats and sunflower seeds. Distribute the butter in flakes over it and knead into a firm dough with the egg and honey. Cover the dough and place it in the refrigerator.', 'Wash pears, peel if desired, quarter lengthwise and remove the core. Cut each quarter lengthwise into about three thin slices. Drizzle the slices with lemon juice to prevent browning.', 'Roll out the dough into a circle and place it in a springform pan (26 cm diameter) so that about 1 cm hangs over the edge.', 'Prick the dough base several times with a fork and fan out the pear slices in an overlapping pattern.', 'Mix honey with apple juice and spread it evenly and thinly over the pears.', 'Place the pear tart in the cold oven and bake at 200 degrees Celsius for 25 to 30 minutes on the middle rack, then serve warm.']",False,False,True,True
