Name,Ingredients,Instructions
Blumenkohlsalat (für 4 Portionen),"['1 kleiner Blumenkohl (ca. 500 g)', '2 Bananen', '150 g Joghurt', '2 EL Sonnenblumenöl', 'Saft einer Zitrone', '1/2 TL Curry', '1 - 2 TL Honig', 'Salz, schwarzer Pfeffer']","['Blumenkohl waschen, eventuell kurz blanchieren und in Röschen schneiden.', 'Bananen pürieren und mit Joghurt, Öl, Zitronensaft, Curry, Honig, Pfeffer und Salz zu einer Salatsoße mischen.', 'Blumenkohl grob in die Salatsoße raspeln.']"
Dicke-Bohnen-Auflauf (für 4 Portionen),"['300 g frische dicke Bohnenkerne (ca. 500 g mit Schote gewogen)', '500 g Kartoffeln', '500 g Möhren', '1 Zwiebel', '1 Knoblauchzehe', '2 EL Olivenöl', '1/8 l Gemüsebrühe', '1 Bund Frühlingszwiebeln', '1/2 Bund Petersilie', '300 g Joghurt', '100 g Emmentaler', 'Salz, Pfeffer', '1 TL Weißweinessig']","['Die Bohnenkerne auspulen.', 'Knoblauch und Zwiebel schälen und würfeln. Möhren putzen und in Scheiben schneiden, Kartoffeln schälen und würfeln. Die Bohnenkerne waschen und verlesen.', 'Knoblauch und Zwiebel im Öl glasig dünsten.', 'Bohnen, Möhren und Kartoffeln nach und nach dazugeben.', 'Mit Gemüsebrühe ablöschen und bei geringer Hitze etwa 25 Minuten garen.', 'Inzwischen die Frühlingszwiebeln waschen und in Ringe schneiden. Die Petersilie hacken. Den Emmentaler grob reiben.', 'Joghurt mit der Petersilie, Frühlingszwiebeln, Salz, Pfeffer und Essig verrühren und unter das Gemüse ziehen.', 'In eine Auflaufform füllen und mit dem Käse bestreuen.', 'Bei 200 Grad Celsius circa 20 Minuten goldgelb überbacken.']"
Erdbeer-Joghurt-Sahne-Eis (für 4 Portionen),"['500 g Erdbeeren', '250 g Naturjoghurt', '4 EL Milch', '200 ml Schlagsahne', '2 EL Vollrohrzucker']","['Erdbeeren waschen und vom Blütenansatz befreien, halbieren.', 'Schlagsahne steif schlagen.', 'Erdbeerhälften im Mixer pürieren, danach mit dem Zucker süßen.', 'Erdbeeren mit Joghurt vermischen, Schlagsahne unterheben, in ein frostsicheres, gut verschließbares Behältnis geben und in den Gefrierschrank stellen.', 'Nach 30 Minuten das Eis gründlich umrühren, weitere 30 Minuten in den Gefrierschrank stellen.', 'Nach insgesamt 60 bis 90 Minuten ist das Eis verzehrfertig.']"
Badischer Kartoffelsalat (für 4 Portionen),"['1 kg Kartoffeln', '1 kleine Salatgurke', '1 Zwiebel', '1 Bund Schnittlauch', '1/8 l Gemüsebrühe', '3 EL Sonnenblumenöl', '3 EL Weißwein- oder Apfelessig', '1 TL Senf', '1 TL Honig', 'Salz, schwarzer Pfeffer']","['Kartoffeln mit Schale gar kochen.', 'Währenddessen die Gemüsebrühe aufkochen. Zwiebel schälen und fein würfeln.', 'Gurke waschen, nach Wunsch schälen und grob raspeln. Schnittlauch waschen und klein schneiden.', 'Aus Essig, Öl, Senf, Honig, Pfeffer und Salz eine Marinade mischen.', 'Kartoffeln mit kaltem Wasser abschrecken, etwas abkühlen lassen, noch warm schälen und in nicht zu dünne Scheiben schneiden.', 'Heiße Gemüsebrühe darüber gießen', 'Gurke, Zwiebeln, Schnittlauch und Marinade unter den Kartoffelsalat mischen.', 'Den Kartoffelsalat zugedeckt ziehen lassen, bis ein Großteil der Flüssigkeit aufgesogen ist.']"
Kirschenplotzer (für 4 Portionen),"['6 altbackene Weizenvollkornbrötchen', '1/4 l Milch', '750 g Kirschen (sauer)', '3 Eier', '80 g Butter', '5 EL Honig', '80 g Butter', '5 EL Honig', '1 TL Zimt', '10 g Butter', '2 EL Vollkornsemmelbrösel']","['Die Brötchen in Scheiben schneiden und in eine große Rührschüssel geben. Die Milch aufkochen und über die Brötchen gießen. 15 Minuten mit einem Teller abgedeckt einweichen lassen.', 'Kirschen waschen und entsteinen.', 'Eier trennen und Eiweiß steif schlagen.', 'Butter schaumig rühren, Honig, Zimt und Eigelb nach und nach unterrühren.', 'Die Schaummasse mit den eingeweichten Brötchen verrühren.', 'Eischnee unter den Teig heben.', 'Mit etwas Butter eine Auflaufform ausfetten, die Hälfte des Teigs einfüllen, die Kirschen darauf verteilen, mit dem restlichen Teig bedecken. Vollkornbrösel darüber streuen und restliche Butter in Flöckchen darauf verteilen.', 'Den Auflauf in den kalten Ofen schieben und bei 200 Grad Celsius circa 50 Minuten backen und noch weitere 10 Minuten im ausgeschalteten Ofen stehen lassen.']"
Kohlrabischnitzel (für 4 Portionen),"['2 Kohlrabi', '1 Ei', '4 EL Milch', 'Paniermehl/Semmelmehl', 'Salz, Pfeffer, Muskat', 'Öl zum Braten (z.B. Sonnenblumenöl, Rapsöl)']","['Kohlrabi schälen und in Scheiben von einem Zentimeter Dicke schneiden.', 'Diese in kochendem Salzwasser kurz blanchieren und gut abtropfen lassen.', 'Das rohe Ei mit der Milch verschlagen, auf einen mittelgroßen Teller geben.', 'Das Paniermehl mit Salz und Pfeffer vermischen.', 'Kohlrabischeiben zuerst in Ei, dann in Paniermehl wälzen.', 'In heißem Öl von beiden Seiten goldbraun braten.']"
Lollo rossa mit Erdbeeren (für 4 Portionen),"['1 Kopf Lollo rossa', '250 g Erdbeeren', '100 g Hartkäse (z.B. Emmentaler)', '4 EL mildes Öl (z.B. Sonnenblumenöl)', '2 EL Weißweinessig', '1 EL Erdbeerkonfitüre', 'Salz, schwarzer Pfeffer aus der Mühle']","['Erdbeeren waschen, entstielen und vierteln, mit einem Esslöffel Essig marinieren.', 'Den Salat putzen, waschen, schleudern und in Streifen schneiden.', 'Aus Öl, Essig, Salz und Konfitüre eine Salatsauce bereiten.', 'Den Salat mit der Sauce vermengen und auf vier großen Tellern anrichten.', 'Den Käse in schmale, lange Streifen schneiden und sternförmig auf die Salatteller drapieren, die Erdbeerviertel darüber verteilen, etwas schwarzen Pfeffer darüber streuen.']"
Rhabarbertorte (f&uuml;r 12 St&uuml;cke),"['125 g Butter', '3 Eigelb', '200 g Weizenvollkornmehl', '1/2 Päcken Backpulver', '4 EL Milch', 'Salz', '150 g Vollrohrzucker', '3 Eiweiß', '500 g Rhabarber', 'Fett für die Backform']","['Alle Zutaten bereitstellen, Eigelbe vom Eiweiß sauber trennen, Springform einfetten.', 'Rhabarber schälen und in 2 Zentimeter lange Stücke schneiden.', 'Backofen vorheizen.', 'Eigelbe und Butter schaumig rühren, 100 Gramm Zucker und 4\xa0Esslöffel Milch unterrühren.', 'Das Backpulver mit dem Vollkornmehl gleichmäßig vermischen und unter den Teig heben. (Der fertige Teig soll schwer reißend vom Löffel fallen. Ist der Teig zu fest, noch etwas Milch unterrühren.)', 'Den Teig in die gefettete Ringform geben, die rohen Rhabarberstücke gleichmäßig darauf verteilen.', 'Auf der mittleren Schiene bei 180\xa0Grad\xa0Celsius circa 25 bis 30\xa0Minuten backen.', 'In der Zwischenzeit das Eiweiß mit einer Prise Salz steif schlagen und nach und nach 50\xa0Gramm Zucker unterrühren. Wenn die ersten 25\xa0Minuten Backzeit verstrichen sind, den Eischnee auf der Torte verteilen und weitere 15 bis 20\xa0Minuten backen.']"
Heidelbeerquark (für 4 Portionen),"['250 g Heidelbeeren', '2 EL Honig', '250 g Magerquark', '200 ml Schlagsahne', '1 Msp. gemahlene Vanille']","['Heidelbeeren waschen und mit 1 EL Honig 1 bis 2\xa0Stunden marinieren.', 'Quark mit 1 EL Honig und Vanille verrühren.', 'Sahne steif schlagen.', 'Den Quark löffelweise zur Sahne geben und langsam unterrühren.', 'Zum Schluss die marinierten Heidelbeeren unter die Quarkcreme heben.']"
Italienischer Nudelsalat (für 4 Portionen),"['500 g Nudeln (z.B. Farfalle)', '500 g Tomaten', '2 Mozzarella-Kugeln (ca. 250 g)', '1 Bund Rauke (Rucola)', '50 ml Olivenöl', 'Salz, Pfeffer', '1/2 TL Honig oder Zucker']","['Nudeln in Salzwasser circa 10 Minuten kochen.', 'Tomaten und Mozzarella würfeln.', 'Rauke in Streifen schneiden.', 'In einer Salatschüssel Olivenöl, Salz, Pfeffer und Honig verrühren, Tomaten, Mozzarella und Rauke dazugeben.', 'Nudeln abgießen und noch heiß zur Tomaten-Mozzarella-Mischung geben.', 'Kurz abkühlen lassen und lauwarm bis kalt servieren.']"
Gefüllte Paprika mit Tomatensauce (für 4 Portionen),"['grüne standfähige Paprikaschoten', '100 g Dinkel, Hafer oder Grünkern', '500 ml Gemüsebrühe', '1 EL Butter', 'Saft einer Zitrone', '1 Zwiebel', '1 Möhre', '100 g braune Champignons', '100 g saure Sahne', '1/2 Bund Petersilie', '50 g geriebener Emmentaler', '3 Tomaten', 'Salz, Pfeffer, Paprika, Oregano']","['Getreide in einem Sieb waschen, mit der Gemüsebrühe aufsetzen und aufkochen lassen.', 'Tomaten kreuzweise einritzen, im Kochwasser blanchieren, die Haut entfernen.', 'Getreide 15\xa0Minuten bei geringer Hitzezufuhr köcheln lassen, dann die Herdplatte ausschalten und die Körner noch 20\xa0Minuten quellen lassen.', 'Inzwischen Paprikaschoten waschen und Deckel mit dem Stiel abschneiden. Die Schoten von den Kernen und den Seitenwänden befreien, Fruchtfleisch der Deckel in kleine Würfel schneiden.', 'Möhren putzen, Zwiebel schälen und beides in Würfel schneiden.', 'Die Pilze kurz waschen, putzen, in Scheibchen schneiden und mit der Hälfte des Zitronensafts beträufeln.', 'Die Petersilie waschen und fein hacken.', 'Die Zwiebeln in der Butter glasig andünsten. Das kleingeschnittene Gemüse dazugeben und kurz bei geschlossenem Deckel mitdünsten.', 'Die gegarten Körner abgießen und dabei die restliche Flüssigkeit in einer Auflaufform auffangen. Das Getreide zum Gemüse geben und saure Sahne, zwei Drittel des geriebenen Emmentalers und Petersilie unterrühren. Mit Pfeffer, Salz und Paprika würzen.', 'Geschälte Tomaten in Würfel schneiden, dabei den grünen Strunk entfernen.', 'Die Paprikaschoten mit der Getreidemasse füllen, mit dem restlichen Käse bestreuen und in die Auflaufform stellen.', 'Die Tomatenwürfel um die Paprikaschoten verteilen und mit Pfeffer, Salz, Paprika, Oregano und dem restlichen Zitronensaft würzen.', 'Die gefüllten Schoten in den kalten Ofen schieben und auf der mittleren Schiebeleiste bei 200\xa0Grad Celsius circa 30\xa0Minuten backen.']"
Ratatouille (für 4 Portionen),"['3 Zucchini', '1 Aubergine', '2 grüne Paprikaschoten', '5 Tomaten', '3 Zwiebeln', '3 Knoblauchzehen', '5 EL Olivenöl', '1 TL getrockneter Thymian', '1 TL getrockneter Oregano', '100 ml Rotwein', '1 Bund Basilikum', 'Salz, schwarzer Pfeffer, Paprika']","['Zucchini und Aubergine waschen und in Scheiben schneiden. Große Auberginenscheiben eventuell vierteln.', 'Paprikaschoten waschen, Kerne und Stiel entfernen, vierteln und in Streifen schneiden.', 'Tomaten kreuzweise einritzen, mit heißem Wasser überbrühen, schälen und vierteln. Die grünen Teile entfernen.', 'Zwiebeln und Knoblauchzehen schälen. Zwiebeln in Halbringe schneiden, Knoblauchzehen fein würfeln und in einem großen Topf im Öl glasig dünsten.', 'Auberginen, Zucchini, Paprika und Tomaten mitschmoren.', 'Getrocknete Kräuter dazugeben und mit Rotwein ablöschen.', 'Die Ratatouille bei geringer Hitzezufuhr im geschlossenen Topf 25\xa0Minuten köcheln lassen.', 'Inzwischen die Basilikumblätter klein schneiden.', 'Die Ratatouille mit Pfeffer, Salz und Paprika abschmecken, kurz vor dem Servieren das fein gehackte Basilikum untermischen.']"
Zucchini-Salsa (4 Portionen),"['500 g Zucchini', '1 Zwiebel', '1 Chilischote', '1 EL Salz', '400 g Tomaten', '4 EL Honig', '8 EL Essig', '1 Knoblauchzehe', '1 TL Senf', 'Pfeffer, Paprika, Muskat, Cumin (Kreuzkümmel), Kurkuma (Gelbwurz)']","['Zucchini waschen und grob raspeln. Zwiebel und Chilischote fein hacken.', 'Zucchini, Zwiebeln und Chili mit dem Salz vermischen und über Nacht zugedeckt ziehen lassen.', 'In ein Sieb drücken und gut abtropfen lassen.', 'Tomaten kreuzweise einritzen, mit heißem Wasser überbrühen, schälen und würfeln.', 'Alle Zutaten und Gewürze verrühren, 30 Minuten kochen lassen und im Mixer oder mit dem Pürierstab grob pürieren.']"
Bunter Bohnensalat (für 4 Portionen),"['500 g grüne Bohnen', '50 ml Gemüsebrühe', '1 Zwiebel', '1 gelbe Paprikaschote', '4 Tomaten', '3 EL Olivenöl', '2 EL Rotweinessig', 'Salz, Pfeffer, Thymian', 'etwas Honig']","['Bohnen waschen, putzen, in der Gemüsebrühe aufkochen und circa 15\xa0Minuten garen.', 'Zwiebel schälen und sehr fein hacken. Paprika und Tomaten in mittelgroße Würfel schneiden.', 'Öl, Essig, Honig und Gewürze zu einer Sauce verrühren.', 'Bohnen abgießen. 50 ml Gemüsebrühe dabei auffangen und mit der Salatsoße mischen.', 'Bohnen und Zwiebeln in eine Salatschüssel geben, die Sauce darüber gießen und abkühlen lassen.', 'Paprika und Tomaten unter den Salat mischen.']"
Sommerliche Gemüselasagne (für 4 Portionen),"['ca. 8 - 12 Lasagne-Platten (je nach Größe der Auflaufform)', '400 g Tomaten', '500 g Zucchini', '400 g Möhren', '1 grüne Paprikaschote', '2 Zwiebeln', '2 Knoblauchzehen', '2 EL Olivenöl', 'Salz, Pfeffer, Paprika, Oregano', '1/8 l Gemüsebrühe', '1 Schuss Rotwein', '200 ml süße Sahne', '200 g Emmentaler']","['Die Tomaten kurz im heißen Wasser blanchieren, schälen und in Würfel schneiden.', 'Möhren und Zucchini waschen, schälen und in Scheiben schneiden.', 'Paprikaschote waschen, von Stiel und Kerngehäuse befreien, vierteln und in Streifen schneiden.', 'Zwiebeln und Knoblauchzehen schälen, in feine Würfel scheiden und in einer großen Pfanne im Öl glasig dünsten.', 'Möhren, Paprika, Zucchini nacheinander dazugeben, zum Schluss auch die Tomaten mitschmoren.', 'Gemüsebrühe und Rotwein unterrühren und 10\xa0Minuten mit geschlossenem Deckel auf kleiner Flamme köcheln lassen.', 'Mit Pfeffer, Salz, Paprika und Oregano abschmecken und die Sahne darunter ziehen.', 'Den Emmentaler fein reiben.', 'Eine große Auflaufform mit der Hälfte der Butter ausfetten.', 'Erst eine Lage Gemüse hineingeben, diese mit Käse bestreuen und mit einer Lage ungekochter Nudelplatten abdecken usw. Die letzte Schicht sollte Gemüse sein. Dieses mit Käse bestreuen und Butterflöckchen darauf verteilen.', 'Die Lasagne in den kalten Ofen schieben und bei 180\xa0Grad Celsius in 40 bis 50\xa0Minuten auf der unteren Schiebeleiste backen, bis der Käse goldgelb gebräunt ist.']"
Milchreis mit Pfirsichmus (für 4 Portionen als Hauptgericht),"['250 g Rundkornreis', 'Schale einer 1/2 Zitrone', '1 l Vollmilch', '1 EL Butter', '3 EL Honig', '1 Prise Salz']","['Den Reis waschen und verlesen.', 'Die Zitrone waschen, die Schale fein abreiben und den Saft auspressen.', 'Milch, Butter, Zitronenschale, Honig und Salz aufkochen lassen. Reis einstreuen und bei geringer Hitzezufuhr und geschlossenem Deckel circa 45\xa0Minuten quellen lassen.', 'Die Pfirsiche waschen, in grobe Stücke schneiden, die Steine entfernen und nach Wunsch die Schale abziehen. Pfirsiche, Zitronensaft, Honig und die Hälfte des Zimts mit dem Pürierstab oder in einem Mixer pürieren, dann kaltstellen.', 'Den Milchreis vor dem Servieren mit etwas Zimt bestreuen und das Fruchtmus dazureichen.']"
Minestrone (für 4 Portionen),"['200 g weiße Bohnen', '100 g durchwachsener Speck', '3 EL Olivenöl', '2 Zwiebeln', '2 Knoblauchzehen', '2 Kartoffeln', '2 Möhren', '2 Zucchini', '2 Tomaten', '1 1/2 l Gemüsebrühe', 'Salz, Pfeffer', '1 EL Rotweinessig', '4 EL Tomatenmark', '1/2 Bund Petersilie']","['Die weißen Bohnen über Nacht einweichen.', 'Zwiebeln und Knoblauchzehen schälen und fein würfeln. Den Speck ebenfalls würfeln.', 'Möhren und Zucchini waschen, putzen und in Scheiben schneiden.', 'Kartoffeln schälen und würfeln.', 'Speckwürfel in einem großen Topf im Olivenöl knusprig braten. Zwiebeln und Knoblauch dazugeben und glasig dünsten. Möhren und Kartoffeln dazugeben und kurz unter Wenden mitschmoren.', 'Weiße Bohnen dazugeben, Gemüsebrühe angießen, aufkochen lassen und den Eintopf bei geringer Hitzezufuhr im geschlossenem Topf 20\xa0Minuten köcheln lassen.', 'Die Tomaten rundum über Kreuz einritzen, kurz in der heißen Brühe blanchieren, schälen und in Würfel schneiden.', 'Tomaten und Zucchini zum Eintopf geben und weitere 20\xa0Minuten köcheln lassen.', 'Die Petersilie waschen und fein hacken.', 'Vor dem Servieren den Eintopf kräftig mit Oregano, Pfeffer und Salz abschmecken. Den Rotweinessig und das Tomatenmark einrühren, die Petersilie dazugeben und alles nochmals kurz aufkochen lassen.']"
Gemüse-Quiche (für 4 Portionen),"['250 g Weizenvollkornmehl', '100 g kalte Butter', '1 Ei', '1/2 TL Salz', '1 EL Wasser']","['Mehl mit der in Stückchen geschnittenen Butter, Ei, und Salz vermengen und zu einem Teig verkneten, dabei das Wasser zugeben, um eine bessere Geschmeidigkeit zu erreichen.', 'Den Teig circa 1\xa0Stunde im Kühlschrank ruhen lassen.', 'Inzwischen den Blumenkohl in mittelgroße Röschen schneiden und circa 5 bis 8\xa0Minuten in kochenden Wasser garen. Er sollte danach noch Biss haben.', 'Zucchini und Tomaten waschen und in Scheibchen schneiden. Kräuter waschen und fein hacken.', 'Das Ei schaumig schlagen, die saure Sahne unterziehen und mit Kräutern, Salz, Pfeffer und Sojasauce würzen.', 'Den Käse grob reiben und circa 1/3 davon unter die Eiermasse rühren.', 'Den Teig auf einer bemehlten Fläche mit 28 cm Durchmesser rund ausrollen und eine Springform mit 26 cm Durchmesser oder eine Quicheform damit auslegen. Den Teigboden mit einer Gabel mehrfach einstechen.', 'Die Blumenkohlröschen, Zucchini- und Tomatenscheiben abwechselnd in Ringen von außen nach innen auf den Teigboden legen.', 'Die Eier-Käsemasse gleichmäßig darüber gießen.', 'Zum Schluss die Quiche mit dem restlichen Käse bestreuen.', 'Bei 200 Grad Celsius auf der unteren Schubleiste 40\xa0Minuten backen.']"
Kichererbsen-Eintopf (für 4 Portionen),"['300 g Kichererbsen', '1 l Wasser', '500 g Lammfleisch (Nacken oder Keule)', '2 EL Olivenöl', '2 Zwiebeln', '2 Möhren', '1/4 l Weißwein', '1 EL gekörnte Gemüsebrühe', '2 grüne Paprikaschoten', '3 Fleischtomaten', '5 - 10 Basilikumblätter', 'Salz, Pfeffer', 'je eine Msp. Curry und Kreuzkümmel (Cumin)']","['Kichererbsen über Nacht in kaltem Wasser einweichen.', 'Fleisch in kleine Würfel scheiden und in einem großen Topf im Öl rundum anbraten. Die Zwiebeln schälen, in Ringe schneiden, Möhren putzen, in Scheiben schneiden und kurz mitbraten.', 'Mit Weißwein ablöschen, Kichererbsen mit dem Einweichwasser und Gemüsebrühe zugeben und 45\xa0Minuten bei geschlossenem Topf schmoren.', 'Inzwischen Paprikaschoten waschen, Kerne und Stiel entfernen und in grobe Stücke schneiden. Tomaten kreuzweise einritzen, mit heißem Wasser überbrühen, schälen und in Würfel schneiden.', 'Paprika und Tomaten zum Fleisch geben und weitere 15\xa0Minuten köcheln lassen.', 'Die Basilikumblätter klein hacken.', 'Zum Schluss den Eintopf mit Salz, Pfeffer und Gewürzen abschmecken und vor dem Servieren mit Basilikum bestreuen.']"
Scharfer Raukesalat (Rucolasalat) (für 4 Portionen),"['1 kleiner Salatkopf (z.B. Lollo Rossa)', '2 Bund Rauke', '1 roter Rettich', '3 EL Olivenöl', '150 g Joghurt', 'Saft einer 1/2 Zitrone', '50 g Schafskäse', 'Salz, Pfeffer']","['Salat und Rauke waschen, gründlich trocken schleudern und die Blätter mundgerecht zerkleinern.', 'Rettich waschen, längs vierteln und in dünne Scheiben schneiden.', 'Für die Sauce Joghurt, Zitronensaft, Salz und Pfeffer verrühren.', 'Schafskäse fein zerbröseln und zur Sauce geben.', 'Alle Zutaten in einer Salatschüssel miteinander vermischen.']"
